SSB,28/03/2023	-2,700 	-85,050,000 	31.5 (-0.63 %)    	2,300 	72,450,000 	5,000 	157,500,000 	97,719,940 	 
SSB,27/03/2023	1,700 	53,890,000 	31.7 (0.00 %)    	1,700 	53,890,000 	0 	0 	97,717,240 	0.21% 
SSB,24/03/2023	-9,400 	-297,240,000 	31.7 (-1.55 %)    	0 	0 	9,400 	297,240,000 	97,718,940 	0.21% 
SSB,23/03/2023	10,000 	318,300,000 	32.15 (-0.16 %)    	10,000 	318,300,000 	0 	0 	97,709,540 	0.21% 
SSB,22/03/2023	0 	0 	32.15 (-0.16 %)    	0 	0 	0 	0 	97,719,540 	0.21% 
SSB,21/03/2023	-24,800 	-6,961,164,000 	32.15 (0.16 %)    	0 	316,000 	24,800 	6,961,480,000 	97,719,540 	0.21% 
SSB,20/03/2023	-44,200 	-1,418,820,000 	32.1 (-0.62 %)    	1,700 	54,570,000 	45,900 	1,473,390,000 	97,719,540 	0.21% 
SSB,17/03/2023	0 	48,300,000 	32.25 (0.16 %)    	0 	48,300,000 	0 	0 	97,721,240 	0.21% 
SSB,16/03/2023	1,500 	48,300,000 	32.2 (-1.23 %)    	1,500 	48,300,000 	0 	0 	97,721,240 	0.21% 
SSB,15/03/2023	2,000 	65,100,000 	32.55 (0.77 %)    	2,000 	65,100,000 	0 	0 	97,709,040 	0.21% 
SSB,14/03/2023	3,800 	122,740,000 	32.3 (-0.31 %)    	17,500 	565,250,000 	13,700 	442,510,000 	97,708,940 	0.21% 
SSB,13/03/2023	19,700 	638,280,000 	32.4 (0.00 %)    	21,800 	706,320,000 	2,100 	68,040,000 	97,678,147 	 
SSB,10/03/2023	-44,293 	-1,435,093,200 	32.4 (-0.61 %)    	5,200 	168,480,000 	49,493 	1,603,573,200 	97,697,847 	0.21% 
SSB,09/03/2023	25,276 	823,997,600 	32.6 (0.31 %)    	26,176 	853,337,600 	900 	29,340,000 	97,699,347 	0.21% 
SSB,08/03/2023	15,600 	507,000,000 	32.5 (0.31 %)    	19,300 	627,250,000 	3,700 	120,250,000 	97,725,523 	0.21% 
SSB,07/03/2023	0 	858,405,000 	32.4 (0.62 %)    	0 	858,405,000 	0 	0 	97,744,823 	0.21% 
SSB,06/03/2023	26,700 	858,405,000 	32.15 (0.47 %)    	26,700 	858,405,000 	0 	0 	97,701,223 	0.21% 
SSB,03/03/2023	36,700 	1,172,565,000 	31.95 (-0.16 %)    	80,300 	2,565,585,000 	43,600 	1,393,020,000 	97,718,123 	0.21% 
SSB,02/03/2023	17,000 	544,000,000 	32 (-0.31 %)    	26,800 	857,600,000 	9,800 	313,600,000 	97,798,423 	0.21% 
SSB,01/03/2023	2,200 	70,510,000 	32.05 (0.79 %)    	2,200 	70,510,000 	0 	0 	97,833,323 	0.20% 
SSB,28/02/2023	7,600 	241,300,000 	31.75 (0.79 %)    	8,500 	269,875,000 	900 	28,575,000 	97,813,123 	0.21% 
SSB,27/02/2023	-22,400 	-705,600,000 	31.5 (-0.32 %)    	0 	0 	22,400 	705,600,000 	97,601,323 	0.22% 
SSB,24/02/2023	-220,290 	-6,961,164,000 	31.6 (-0.63 %)    	10 	316,000 	220,300 	6,961,480,000 	97,615,323 	0.22% 
SSB,23/02/2023	-116,300 	-3,698,340,000 	31.8 (-0.31 %)    	0 	0 	116,300 	3,698,340,000 	97,395,033 	0.23% 
SSB,22/02/2023	-84,800 	-2,705,120,000 	31.9 (-1.24 %)    	5,200 	165,880,000 	90,000 	2,871,000,000 	97,395,033 	0.23% 
SSB,21/02/2023	700 	22,575,000 	32.25 (-0.15 %)    	700 	22,575,000 	0 	0 	97,400,233 	0.23% 
SSB,20/02/2023	52,100 	1,682,830,000 	32.3 (0.94 %)    	52,100 	1,682,830,000 	0 	0 	97,398,833 	0.23% 
SSB,17/02/2023	-2,100 	-67,095,000 	31.95 (-0.16 %)    	0 	0 	2,100 	67,095,000 	97,450,933 	0.22% 
SSB,16/02/2023	26,900 	859,455,000 	31.95 (0.16 %)    	26,900 	859,455,000 	0 	0 	97,450,933 	0.22% 
SSB,15/02/2023	8,200 	261,170,000 	31.85 (0.47 %)    	8,200 	261,170,000 	0 	0 	97,477,833 	0.22% 
SSB,14/02/2023	0 	-57,150,000 	31.7 (-0.31 %)    	0 	3,175,000 	0 	60,325,000 	97,471,133 	0.22% 
SSB,13/02/2023	-1,800 	-57,150,000 	31.75 (-0.78 %)    	100 	3,175,000 	1,900 	60,325,000 	97,468,033 	0.22% 
SSB,10/02/2023	-2,500 	-79,875,000 	31.95 (-0.16 %)    	600 	19,170,000 	3,100 	99,045,000 	97,466,133 	0.22% 
SSB,09/02/2023	-2,000 	-64,000,000 	32 (0.00 %)    	0 	0 	2,000 	64,000,000 	97,466,733 	0.22% 
SSB,08/02/2023	50,800 	1,625,600,000 	32 (0.00 %)    	50,800 	1,625,600,000 	0 	0 	97,463,433 	0.22% 
SSB,07/02/2023	-500 	-15,975,000 	31.95 (0.16 %)    	2,800 	89,460,000 	3,300 	105,435,000 	97,501,433 	0.22% 
SSB,06/02/2023	-12,800 	-407,680,000 	31.85 (0.16 %)    	0 	0 	12,800 	407,680,000 	97,503,333 	0.22% 
SSB,03/02/2023	2,300 	73,140,000 	31.8 (-5.07 %)    	3,200 	101,760,000 	900 	28,620,000 	97,490,833 	0.22% 
SSB,02/02/2023	2,500 	83,625,000 	33.45 (-0.45 %)    	15,000 	501,750,000 	12,500 	418,125,000 	97,480,233 	0.22% 
SSB,01/02/2023	-13,800 	-462,990,000 	33.55 (-0.74 %)    	0 	0 	13,800 	462,990,000 	97,486,833 	0.22% 
SSB,31/01/2023	-8,200 	-277,160,000 	33.8 (-0.29 %)    	200 	6,760,000 	8,400 	283,920,000 	97,474,333 	0.22% 
SSB,30/01/2023	-12,500 	-423,125,000 	33.85 (-0.73 %)    	0 	0 	12,500 	423,125,000 	97,362,783 	0.23% 
SSB,27/01/2023	-73,150 	-2,490,757,500 	34.05 (0.15 %)    	31,100 	1,058,955,000 	104,250 	3,549,712,500 	97,295,183 	0.23% 
SSB,19/01/2023	-37,200 	-1,262,940,000 	33.95 (0.15 %)    	30,400 	1,032,080,000 	67,600 	2,295,020,000 	97,225,283 	0.23% 
SSB,18/01/2023	-85,800 	-2,908,620,000 	33.9 (0.00 %)    	15,200 	515,280,000 	101,000 	3,423,900,000 	97,255,683 	0.23% 
SSB,17/01/2023	117,050 	3,962,142,500 	33.85 (-0.15 %)    	117,050 	3,962,142,500 	0 	0 	97,261,983 	0.23% 
SSB,16/01/2023	900 	30,465,000 	33.85 (0.15 %)    	9,800 	331,730,000 	8,900 	301,265,000 	97,371,033 	0.23% 
SSB,13/01/2023	138,000 	4,657,500,000 	33.75 (-0.15 %)    	146,000 	4,927,500,000 	8,000 	270,000,000 	97,357,533 	0.23% 
SSB,12/01/2023	-23,300 	-786,375,000 	33.75 (-0.15 %)    	0 	0 	23,300 	786,375,000 	97,503,533 	0.22% 
SSB,11/01/2023	2,700 	91,260,000 	33.8 (0.30 %)    	2,700 	91,260,000 	0 	0 	97,487,933 	0.22% 
SSB,10/01/2023	-9,900 	-333,630,000 	33.7 (-0.30 %)    	5,700 	192,090,000 	15,600 	525,720,000 	97,467,533 	0.22% 
SSB,09/01/2023	-21,200 	-715,500,000 	33.75 (-0.15 %)    	1,900 	64,125,000 	23,100 	779,625,000 	97,473,233 	0.22% 
SSB,06/01/2023	100,100 	3,378,375,000 	33.75 (0.15 %)    	100,100 	3,378,375,000 	0 	0 	97,412,033 	0.23% 
SSB,05/01/2023	-51,800 	-1,743,070,000 	33.65 (0.45 %)    	300 	10,095,000 	52,100 	1,753,165,000 	97,499,433 	0.22% 
SSB,04/01/2023	-400 	-13,400,000 	33.5 (0.60 %)    	12,300 	412,050,000 	12,700 	425,450,000 	97,488,676 	0.22% 
SSB,03/01/2023	34,943 	1,163,601,900 	33.3 (1.22 %)    	35,000 	1,165,500,000 	57 	1,898,100 	97,500,976 	 
SSB,30/12/2022	9,000 	296,100,000 	32.9 (1.23 %)    	9,000 	296,100,000 	0 	0 	97,535,976 	0.22% 
SSB,29/12/2022	6,000 	194,700,000 	32.45 (0.46 %)    	6,000 	194,700,000 	0 	0 	97,544,976 	0.22% 
SSB,28/12/2022	6,300 	203,490,000 	32.3 (0.94 %)    	6,300 	203,490,000 	0 	0 	94,936,076 	 
SSB,27/12/2022	33,400 	1,068,800,000 	32 (0.95 %)    	33,500 	1,072,000,000 	100 	3,200,000 	94,942,376 	0.35% 
SSB,26/12/2022	0 	806,450,000 	31.65 (-0.47 %)    	0 	806,450,000 	0 	0 	94,975,776 	 
SSB,23/12/2022	25,400 	806,450,000 	31.75 (0.16 %)    	25,400 	806,450,000 	0 	0 	94,975,776 	 
SSB,22/12/2022	68,200 	2,161,940,000 	31.7 (0.96 %)    	68,300 	2,165,110,000 	100 	3,170,000 	95,001,176 	 
SSB,21/12/2022	12,800 	401,920,000 	31.4 (0.32 %)    	12,800 	401,920,000 	0 	0 	95,069,376 	0.34% 
SSB,20/12/2022	54,100 	1,693,330,000 	31.3 (0.00 %)    	66,100 	2,068,930,000 	12,000 	375,600,000 	95,082,176 	0.34% 
SSB,19/12/2022	55,210 	1,728,073,000 	31.3 (0.32 %)    	55,210 	1,728,073,000 	0 	0 	95,136,276 	0.34% 
SSB,16/12/2022	30,700 	957,840,000 	31.2 (0.32 %)    	30,700 	957,840,000 	0 	0 	95,191,486 	0.33% 
SSB,15/12/2022	38,300 	1,191,130,000 	31.1 (0.32 %)    	39,600 	1,231,560,000 	1,300 	40,430,000 	95,222,186 	0.33% 
SSB,14/12/2022	4,600 	142,600,000 	31 (0.00 %)    	4,600 	142,600,000 	0 	0 	95,260,486 	 
SSB,13/12/2022	51,400 	1,593,400,000 	31 (0.65 %)    	52,700 	1,633,700,000 	1,300 	40,300,000 	95,265,086 	0.33% 
SSB,12/12/2022	34,300 	1,056,440,000 	30.8 (0.00 %)    	34,300 	1,056,440,000 	0 	0 	95,316,486 	0.33% 
SSB,09/12/2022	17,200 	528,900,000 	30.75 (-0.49 %)    	18,500 	568,875,000 	1,300 	39,975,000 	97,942,286 	0.20% 
SSB,08/12/2022	6,100 	188,185,000 	30.85 (0.82 %)    	6,200 	191,270,000 	100 	3,085,000 	97,945,086 	0.20% 
SSB,07/12/2022	-100 	-3,060,000 	30.6 (0.00 %)    	4,600 	140,760,000 	4,700 	143,820,000 	95,374,086 	 
SSB,06/12/2022	10,300 	314,665,000 	30.55 (-0.49 %)    	10,400 	317,720,000 	100 	3,055,000 	95,373,986 	 
SSB,05/12/2022	30,800 	945,560,000 	30.7 (0.66 %)    	32,200 	988,540,000 	1,400 	42,980,000 	95,384,286 	0.32% 
SSB,02/12/2022	45,100 	1,373,295,000 	30.45 (0.50 %)    	45,100 	1,373,295,000 	0 	0 	95,415,086 	0.32% 
SSB,01/12/2022	16,700 	506,010,000 	30.3 (0.33 %)    	18,200 	551,460,000 	1,500 	45,450,000 	95,460,186 	 
SSB,30/11/2022	18,100 	545,715,000 	30.15 (0.17 %)    	26,700 	805,005,000 	8,600 	259,290,000 	95,487,086 	0.17% 
SSB,29/11/2022	-2,900 	-87,290,000 	30.1 (0.00 %)    	13,900 	418,390,000 	16,800 	505,680,000 	95,505,186 	 
SSB,28/11/2022	5,800 	174,290,000 	30.05 (0.84 %)    	5,800 	174,290,000 	0 	0 	95,502,286 	0.17% 
SSB,25/11/2022	-16,700 	-497,660,000 	29.8 (0.68 %)    	0 	0 	16,700 	497,660,000 	95,508,086 	0.18% 
SSB,24/11/2022	0 	44,475,000 	29.55 (-0.34 %)    	0 	44,475,000 	0 	0 	95,508,086 	0.18% 
SSB,23/11/2022	1,500 	44,475,000 	29.65 (-0.50 %)    	1,500 	44,475,000 	0 	0 	95,380,386 	0.18% 
SSB,22/11/2022	-97,800 	-2,914,440,000 	29.8 (0.00 %)    	29,900 	891,020,000 	127,700 	3,805,460,000 	95,381,886 	0.18% 
SSB,21/11/2022	0 	-3,000,000 	29.8 (-0.67 %)    	0 	0 	0 	3,000,000 	95,411,686 	0.18% 
SSB,18/11/2022	-100 	-3,000,000 	30 (-0.66 %)    	0 	0 	100 	3,000,000 	95,403,186 	0.18% 
SSB,17/11/2022	139,500 	4,212,900,000 	30.2 (1.34 %)    	139,600 	4,215,920,000 	100 	3,020,000 	95,382,186 	0.18% 
SSB,16/11/2022	71,400 	2,127,720,000 	29.8 (1.71 %)    	71,400 	2,127,720,000 	0 	0 	95,521,686 	0.18% 
SSB,15/11/2022	7,500 	219,750,000 	29.3 (-1.68 %)    	7,600 	222,680,000 	100 	2,930,000 	95,593,086 	0.17% 
SSB,14/11/2022	9,600 	285,600,000 	29.75 (-1.16 %)    	9,600 	285,600,000 	0 	0 	95,581,786 	0.17% 
SSB,11/11/2022	-18,900 	-567,945,000 	30.05 (3.26 %)    	0 	0 	18,900 	567,945,000 	95,586,886 	0.17% 
SSB,10/11/2022	-2,100 	-61,110,000 	29.1 (-3.32 %)    	2,400 	69,840,000 	4,500 	130,950,000 	95,586,886 	0.17% 
SSB,09/11/2022	5,300 	159,530,000 	30.1 (0.00 %)    	5,300 	159,530,000 	0 	0 	95,589,286 	0.17% 
SSB,08/11/2022	15,300 	460,530,000 	30.1 (0.33 %)    	15,300 	460,530,000 	0 	0 	95,594,486 	0.17% 
SSB,07/11/2022	1,700 	51,000,000 	30 (-0.99 %)    	1,800 	54,000,000 	100 	3,000,000 	95,609,786 	0.17% 
SSB,04/11/2022	0 	51,460,500 	30.3 (-0.66 %)    	0 	97,440,000 	0 	45,979,500 	95,610,076 	0.17% 
SSB,03/11/2022	1,690 	51,460,500 	30.45 (-1.77 %)    	3,200 	97,440,000 	1,510 	45,979,500 	95,597,276 	0.17% 
SSB,02/11/2022	12,900 	399,255,000 	30.95 (-0.16 %)    	25,700 	795,415,000 	12,800 	396,160,000 	95,598,476 	0.17% 
SSB,01/11/2022	-600 	-18,600,000 	31 (0.00 %)    	1,400 	43,400,000 	2,000 	62,000,000 	95,622,676 	0.17% 
SSB,31/10/2022	32,600 	1,008,970,000 	30.95 (-0.16 %)    	34,100 	1,055,395,000 	1,500 	46,425,000 	95,535,864 	0.18% 
SSB,28/10/2022	-22,512 	-696,746,400 	30.95 (-0.16 %)    	19,200 	594,240,000 	41,712 	1,290,986,400 	95,569,964 	0.18% 
SSB,27/10/2022	3,800 	109,790,000 	31 (6.90 %)    	3,800 	109,790,000 	0 	0 	95,589,164 	0.17% 
SSB,26/10/2022	1,500 	43,425,000 	29 (0.00 %)    	1,500 	43,425,000 	0 	0 	95,551,264 	0.18% 
SSB,25/10/2022	40,700 	1,152,400,000 	29 (1.75 %)    	40,700 	1,152,400,000 	0 	0 	95,552,264 	0.18% 
SSB,24/10/2022	-4,500 	-129,215,000 	28.5 (-1.04 %)    	0 	0 	4,500 	129,215,000 	95,592,964 	0.17% 
SSB,21/10/2022	0 	0 	28.8 (-2.37 %)    	0 	0 	0 	0 	95,584,964 	0.17% 
SSB,20/10/2022	-5,000 	-147,350,000 	29.5 (0.00 %)    	0 	0 	5,000 	147,350,000 	95,541,764 	0.18% 
SSB,19/10/2022	3,200 	94,370,000 	29.5 (0.00 %)    	6,700 	197,445,000 	3,500 	103,075,000 	95,476,164 	0.18% 
SSB,18/10/2022	-46,700 	-1,377,650,000 	29.5 (0.00 %)    	1,500 	44,250,000 	48,200 	1,421,900,000 	95,479,364 	0.18% 
SSB,17/10/2022	-48,600 	-1,433,700,000 	29.5 (-0.67 %)    	0 	0 	48,600 	1,433,700,000 	95,426,464 	0.18% 
SSB,14/10/2022	-52,900 	-1,568,485,000 	29.65 (0.17 %)    	1,500 	44,475,000 	54,400 	1,612,960,000 	95,374,764 	0.19% 
SSB,13/10/2022	-49,900 	-1,477,040,000 	29.6 (-0.34 %)    	1,800 	53,280,000 	51,700 	1,530,320,000 	95,373,564 	0.19% 
SSB,12/10/2022	-2,700 	-80,055,000 	29.65 (6.27 %)    	0 	0 	2,700 	80,055,000 	95,346,264 	0.19% 
SSB,11/10/2022	-26,100 	-728,190,000 	27.9 (-4.12 %)    	3,000 	83,700,000 	29,100 	811,890,000 	95,338,264 	0.19% 
SSB,10/10/2022	-6,500 	-188,825,000 	29.05 (-1.19 %)    	1,500 	43,575,000 	8,000 	232,400,000 	95,323,664 	0.19% 
SSB,07/10/2022	-17,600 	-516,560,000 	29.35 (-1.51 %)    	0 	0 	17,600 	516,560,000 	95,289,064 	0.19% 
SSB,06/10/2022	-21,100 	-628,780,000 	29.8 (-0.67 %)    	0 	0 	21,100 	628,780,000 	95,282,864 	0.19% 
SSB,05/10/2022	5,300 	159,000,000 	30 (1.69 %)    	5,300 	159,000,000 	0 	0 	95,266,964 	0.19% 
SSB,04/10/2022	-11,200 	-330,400,000 	29.5 (-0.67 %)    	4,700 	138,650,000 	15,900 	469,050,000 	95,268,064 	0.19% 
SSB,03/10/2022	-4,100 	-121,770,000 	29.7 (-2.94 %)    	100 	2,970,000 	4,200 	124,740,000 	95,272,764 	0.19% 
SSB,30/09/2022	104,300 	3,191,580,000 	30.6 (0.00 %)    	104,300 	3,191,580,000 	0 	0 	95,157,364 	0.20% 
SSB,29/09/2022	20,100 	614,055,000 	30.55 (-0.16 %)    	20,100 	614,055,000 	0 	0 	95,261,664 	0.19% 
SSB,28/09/2022	8,600 	262,730,000 	30.55 (-0.16 %)    	8,600 	262,730,000 	0 	0 	95,281,364 	0.19% 
SSB,27/09/2022	3,800 	116,090,000 	30.55 (0.16 %)    	4,200 	128,310,000 	400 	12,220,000 	95,289,964 	0.19% 
SSB,26/09/2022	3,400 	103,700,000 	30.5 (-1.93 %)    	3,400 	103,700,000 	0 	0 	95,286,664 	0.19% 
SSB,23/09/2022	0 	-1,032,900 	31.1 (-0.64 %)    	0 	0 	0 	1,032,900 	95,290,031 	0.19% 
SSB,22/09/2022	-33 	-1,032,900 	31.3 (-0.32 %)    	0 	0 	33 	1,032,900 	95,290,031 	0.19% 
SSB,21/09/2022	0 	6,907,950,000 	31.4 (-0.32 %)    	0 	6,914,250,000 	0 	6,300,000 	95,289,831 	0.19% 
SSB,20/09/2022	219,300 	6,907,950,000 	31.5 (0.32 %)    	219,500 	6,914,250,000 	200 	6,300,000 	95,239,031 	0.19% 
SSB,19/09/2022	-46,000 	-1,444,400,000 	31.4 (-0.32 %)    	4,800 	150,720,000 	50,800 	1,595,120,000 	95,467,331 	0.18% 
SSB,16/09/2022	-4,400 	-138,600,000 	31.5 (0.00 %)    	12,100 	381,150,000 	16,500 	519,750,000 	95,421,331 	0.18% 
SSB,15/09/2022	-25,500 	-47,100,000 	31.45 (0.16 %)    	0 	420,760,000 	25,500 	467,860,000 	 	0.18% 
SSB,14/09/2022	-1,500 	-2,512,000 	31.4 (-0.32 %)    	13,400 	0 	14,900 	2,512,000 	95,415,951 	0.18% 
SSB,13/09/2022	-2,580 	-2,512,000 	31.5 (0.00 %)    	0 	0 	2,580 	2,512,000 	95,429,351 	0.18% 
SSB,12/09/2022	21,400 	35,090,000 	31.5 (-1.25 %)    	21,400 	35,090,000 	0 	0 	95,429,351 	0.18% 
SSB,09/09/2022	1,100 	35,090,000 	31.9 (-0.31 %)    	1,100 	35,090,000 	0 	0 	95,441,451 	0.18% 
SSB,08/09/2022	6,000 	191,700,000 	31.95 (-0.16 %)    	15,300 	488,835,000 	9,300 	297,135,000 	95,422,351 	0.18% 
SSB,07/09/2022	14,100 	451,200,000 	32 (0.00 %)    	21,300 	681,600,000 	7,200 	230,400,000 	95,437,651 	0.18% 
SSB,06/09/2022	0 	-3,539,200,000 	32 (0.00 %)    	0 	483,200,000 	0 	4,022,400,000 	95,333,251 	0.19% 
SSB,05/09/2022	-110,600 	-3,539,200,000 	32 (-0.93 %)    	15,100 	483,200,000 	125,700 	4,022,400,000 	95,324,051 	0.19% 
SSB,31/08/2022	-9,200 	-296,700,000 	32.25 (-0.15 %)    	0 	0 	9,200 	296,700,000 	95,333,351 	0.19% 
SSB,30/08/2022	-2,800 	-90,440,000 	32.3 (0.31 %)    	3,000 	96,900,000 	5,800 	187,340,000 	95,327,551 	0.19% 
SSB,29/08/2022	-5,800 	-186,760,000 	32.2 (-0.62 %)    	0 	0 	5,800 	186,760,000 	95,325,051 	0.19% 
